Branch Code,Structural Category,New ID,emp branch English,emp dept English,emp religion,Gender - English,Date of Birth,English Position,Band,emp nationality,emp join date,Married or Not,No of Children,BASIC SALARY MTH,BASIC SALARY YEAR,HOUSING EMP YEAR,EMP TRANS,EMP GAZ,emp MOBILE,emp TRAVEL,JOB NATURE,emp FOOD,Social Insurance,current year service end value,No of Yearly Tickets,tickets value,emp Insurance value,family Insurance value,family Insurance count,emp Insurance total,emp Insurance type,ramadan akramia,Manager new
HO,Scientific,11111411,Dammam,Sales,Muslim,Male,3/1/1989,Driver,2,Egyptian,1-Jun-14,Single,0,3600,43200,10800,0,0,0,0,0,0,4500,1386.72,0,0,0,0,0,0,,0,11111472
ho,Scientific,11111412,Jeddah,Supply Chain,Muslim,Male,3/12/1980,Picker,1,Ethiopian,17-Feb-14,Single,0,2500,30000,7500,6000,0,0,0,6000,0,3125,863.04,0,0,0,0,0,0,,0,11111373
ho,Scientific,11111413,Jeddah,Supply Chain,Muslim,Male,7/1/1970,Driver,2,Sudanese,1-May-12,Single,0,3600,43200,10800,0,0,0,0,0,0,4500,1664.4,0,0,0,0,0,0,,0,11111431
ho,Scientific,11111414,Riyadh,Supply Chain,Muslim,Male,10/1/1986,Driver,2,Egyptian,1-Apr-13,Married,0,3600,43200,10800,0,0,0,0,0,0,4500,1386.84,0,0,0,0,0,0,,0,11111333
HO,Scientific,11111415,Dammam,Supply Chain,Muslim,Male,3/1/1985,Labor,1,Bangladesh,26-Apr-18,Single,0,1900,22800,5700,6000,0,0,0,3600,0,2375,0,0,0,0,0,0,0,,0,11111338
HO,Scientific,11111416,Jeddah,Supply Chain,Muslim,Male,8/1/1985,Picker,1,Pakistani,1-Aug-17,Single,0,2500,30000,7500,6000,0,0,0,6000,0,3125,0,0,0,0,0,0,0,,0,11111347
HO,Scientific,11111417,HO-Jeddah,Facility,Muslim,Male,6/11/2001,Safety and Support Specialist,2,Saudi,2-Dec-18,Single,0,3000,36000,15000,9000,0,0,0,0,0,4250,0,0,0,0,0,0,0,,0,11112407
HO,Scientific,11111418,Riyadh,Supply Chain,Muslim,Male,8/14/1993,Driver,2,Egyptian,15-Nov-18,Single,0,3600,43200,10800,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,,0,11111333
ho,Scientific,11111419,Riyadh,Supply Chain,Muslim,Male,3/2/1993,Labor,1,Bangladesh,28-Nov-19,Single,0,1900,22800,0,0,0,0,0,3600,0,1900,0,0,0,0,0,0,0,,0,11111441
HO,Scientific,11111420,Jeddah,Supply Chain,Muslim,Male,1/1/1994,Labor,1,Bangladesh,22-Oct-19,Single,0,1900,22800,0,0,0,0,0,3600,0,1900,0,0,0,0,0,0,0,,0,11111343
HO,Scientific,11111421,Jeddah,Facility,Muslim,Male,11/30/1989,Safety and Support Specialist,2,Saudi,18-Jun-19,Single,0,3000,36000,15000,9000,0,0,0,0,0,4250,0,0,0,0,0,0,0,,0,11112407
HO,Scientific,11111422,Jeddah,Facility,Muslim,Male,8/14/1995,Safety and Support Specialist,2,Saudi,20-Jun-19,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112407
HO,Scientific,11111423,Bahra Warehouse,Facility,Muslim,Male,6/1/1988,Safety and Support Specialist,2,Saudi,13-Jun-19,Single,0,3000,36000,24000,9000,0,0,0,0,0,5000,0,0,0,0,0,0,0,,0,11112407
HO,Scientific,11111424,Riyadh,Supply Chain,Muslim,Male,7/6/1989,Picker,1,Bangladesh,3-Nov-20,Single,0,2500,30000,0,6000,0,0,0,6000,0,2500,0,0,0,0,0,0,0,,0,11111331
ho,Scientific,11111425,Jeddah,Supply Chain,Muslim,Male,4/20/1993,Labor,1,Bangladesh,27-Nov-19,Single,0,1900,22800,0,0,0,0,0,3600,0,1900,0,0,0,0,0,0,0,,0,11111373
HO,Scientific,11111426,Jeddah,Facility,Muslim,Male,4/3/1989,Safety and Support Specialist,2,Saudi,15-Dec-20,Married,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112407
HO,Scientific,11111427,Jeddah,Supply Chain,Muslim,Male,2/20/1989,Labor,1,Bangladesh,29-Nov-20,Single,0,1850,22200,0,0,0,0,0,3600,0,1850,0,0,0,0,0,0,0,,0,11111347
HO,Scientific,11111428,Dammam,Sales,Muslim,Male,10/1/1999,Driver,2,Egyptian,22-Dec-21,Single,0,3600,43200,10800,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,,0,11111472
HO,Scientific,11111429,Khamis,Supply Chain,Muslim,Male,10/26/1990,Driver,2,Saudi,1-Jun-22,Single,0,3600,43200,15000,0,0,0,0,0,0,4850,0,0,0,0,0,0,0,,0,11111431
HO,Scientific,11111430,Jeddah,Supply Chain,Muslim,Male,1/13/1979,Driver,2,Saudi,13-Sep-22,Single,0,3600,43200,10800,7200,0,0,0,0,0,4500,0,0,0,0,0,0,0,,0,11111431
ho,Scientific,11111431,Jeddah,Marketing,Muslim,Male,1/1/1973,Key Account Manager,5,Egyptian,8-Mar-17,Married,2,14000,168000,42000,24000,9600,3000,0,0,0,17500,0,0,0,0,0,0,0,,0,11111332
ho,Scientific,11111432,Jeddah,Maintenance,Muslim,Male,6/18/1988,Maintenance Manager,6,Egyptian,1-Jan-13,Married,2,14750,177000,44256,36000,9600,3000,0,0,0,18438,3698.64,0,0,0,0,0,0,,0,11111460
ho,Scientific,11111433,Jeddah,Marketing,Muslim,Male,10/8/1988,National Sales Manager,6,Palestine,2-Mar-13,Married,2,13500,162000,40500,36000,9600,3000,0,0,0,16875,3698.64,0,0,0,0,0,0,,0,N-1
ho,Scientific,11111434,Jeddah,Marketing,Muslim,Male,1/28/1978,Tender Supervisor,4,Palestine,3-Jul-11,Married,2,7800,93600,23400,18000,9600,2400,0,0,0,9750,2958.96,0,0,0,0,2,0,,0,11111330
ho,Scientific,11111435,Dammam,Maintenance,Muslim,Male,10/1/1978,Maintenance Engineer,4,Egyptian,8-Oct-11,Married,2,6000,72000,18000,18000,9600,2400,0,0,0,7500,2712.36,0,0,0,0,0,0,,0,11111432
ho,Scientific,11111436,Jeddah,Marketing,Muslim,Male,4/24/1987,Product Specialist,3,Egyptian,23-Oct-11,Married,3,6800,81600,20400,18000,9600,0,0,0,0,8500,2958.84,0,0,0,0,0,0,,0,11111433
ho,Scientific,11111437,HO-Jeddah,Leadership,Muslim,Male,1/24/1978,Services Supervisor,4,Egyptian,17-Feb-09,Married,2,9400,112800,28200,18000,4800,2400,0,0,0,11750,7767.12,0,0,0,0,3,0,,0,N-1
HO,Scientific,11111438,Riyadh,Maintenance,Muslim,Male,10/29/1990,Maintenance Engineer,4,Indian,4-Feb-16,Married,0,6750,81000,20256,18000,9600,2400,0,0,0,8438,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111439,Khamis,Maintenance,Muslim,Male,8/2/1994,Maintenance Engineer,4,Saudi,20-Mar-22,Single,0,6500,78000,19500,18000,9600,2400,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111440,Khamis,Maintenance,Muslim,Male,7/8/1994,Maintenance Engineer,4,Saudi,1-Aug-21,Single,0,6500,78000,24000,18000,9600,2400,0,0,0,8500,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111441,Riyadh,Supply Chain,Muslim,Male,6/28/1976,Store Keeper,3,Saudi,9-Mar-21,Married,0,4250,51000,24000,13200,0,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11111331
HO,Scientific,11111442,Jeddah,Maintenance,Muslim,Male,6/4/1982,Technician,4,Saudi,9-Mar-21,Single,0,6500,78000,19500,18000,9600,2400,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
ho,Scientific,11111443,Jeddah,Sales,Muslim,Female,2/19/1983,Demand Planner,3,Saudi,1-Aug-17,Single,0,7000,84000,21000,13200,6000,1800,0,0,0,8750,0,0,0,0,0,0,0,,0,11111332
ho,Scientific,11111444,Madina,Sales,Muslim,Male,10/20/1985,Showroom Sales Representative,3,Egyptian,2-Apr-17,Single,0,3650,43800,15000,13200,0,0,0,0,0,4900,0,0,0,0,0,0,0,,0,11111331
HO,Scientific,11111445,Riyadh,Marketing,Muslim,Male,10/1/1990,Sales Representative,3,Egyptian,3-May-18,Married,2,4500,54000,13500,18000,9600,1800,0,0,0,5625,0,0,0,0,0,0,0,,0,11111333
HO,Scientific,11111446,HO-Jeddah,Maintenance,Muslim,Male,2/28/1989,Maintenance Engineer,4,Saudi,25-Apr-18,Single,0,6500,78000,19500,18000,9600,2400,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111447,Jeddah,Marketing,Muslim,Male,12/31/1988,Product Specialist,3,Sudanese,11-Oct-22,Single,0,6000,72000,18000,18000,9600,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11111433
HO,Scientific,11111448,Riyadh,Maintenance,Muslim,Male,12/5/1996,Maintenance Engineer,4,Saudi,11-May-22,Single,0,6500,78000,19500,18000,9600,2400,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
ho,Scientific,11111449,Riyadh,Marketing,Muslim,Male,7/1/1993,Product Specialist,3,Saudi,7-Jul-24,Single,0,6000,72000,18000,18000,9600,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11111433
HO,Scientific,11111450,Riyadh,Supply Chain,Christian,Male,2/2/1981,Store Keeper,3,Philippines,1-Jul-25,Single,0,5750,69000,17256,13200,0,0,0,0,0,7188,0,0,0,0,0,0,0,,0,11111331
ho,Scientific,11111451,Jeddah,Marketing,Muslim,Male,4/1/1981,Tender Supervisor,4,Egyptian,15-Oct-09,Married,2,8000,96000,24000,18000,7680,2400,0,0,0,10000,4273.92,0,0,0,0,0,0,,0,11111332
ho,Scientific,11111452,Jeddah,Supply Chain,Muslim,Male,12/26/1977,Picker,1,Bangladesh,3-Jun-04,Single,0,2600,31200,7800,6000,0,0,0,6000,0,3063.75,2323.8,0,0,0,0,0,0,,0,11111373
HO,Scientific,11111453,Riyadh,Supply Chain,Muslim,Male,7/1/1986,Picker,2,Bangladesh,6-Oct-22,Single,0,2500,30000,7500,6000,0,0,0,6000,0,3125,0,0,0,0,0,0,0,,0,11111386
HO,Scientific,11111454,Jeddah,Supply Chain,Muslim,Male,11/18/2002,Picker,2,Pakistani,5-Sep-22,Single,0,2600,31200,7800,6000,0,0,0,6000,0,3250,0,0,0,0,0,0,0,,0,11111373
HO,Scientific,11111455,Jeddah,Marketing,Muslim,Male,4/10/1983,Key Account Manager,5,Syrian,26-Mar-23,Married,0,13000,156000,39000,24000,9600,3000,0,0,0,16250,0,0,0,0,0,0,0,,0,11111460
ho,Scientific,11111456,Riyadh,Marketing,Muslim,Male,10/8/1983,National Sales Manager,6,Egyptian,15-Oct-11,Married,2,16500,198000,49500,36000,9600,3000,0,0,0,20625,4438.44,0,0,0,0,3,0,,0,11111460
ho,Scientific,11111457,Jeddah,Marketing,Muslim,Male,1/1/1985,Channel Sales Manager,6,Egyptian,13-Jun-11,Married,2,10500,126000,31500,36000,9600,3000,0,0,0,13125,4438.32,0,0,0,0,1,0,,0,11111460
ho,Scientific,11111458,Jeddah,Marketing,Muslim,Male,1/4/1988,District Sales Manager,5,Egyptian,15-Oct-11,Single,0,10000,120000,30000,24000,9600,3000,0,0,0,12500,4438.44,0,0,0,0,0,0,,0,11111460
HO,Scientific,11111459,Jeddah,Marketing,Muslim,Male,7/19/1987,District Sales Manager,5,Egyptian,14-Jul-16,Married,2,11500,138000,34500,24000,9600,3000,0,0,0,14375,0,0,0,0,0,0,0,,0,11111455
HO,Scientific,11111460,Jeddah,Marketing,Muslim,Male,8/7/1964,Sales Director,7,Egyptian,1-Apr-18,Married,0,32000,384000,96000,42000,9600,4800,0,0,0,40000,0,0,0,0,0,0,0,,0,N-1
HO,Scientific,11111461,Khamis,Marketing,Muslim,Male,1/1/1979,Sales Representative,3,Egyptian,16-Aug-16,Single,0,4800,57600,15000,18000,14400,1800,0,0,0,6050,0,0,0,0,0,0,0,,0,11111331
HO,Scientific,11111462,Riyadh,Marketing,Muslim,Male,9/1/1990,Sales Supervisor,4,Egyptian,19-Oct-15,Single,0,4750,57000,15000,18000,9600,2400,0,0,0,6000,0,0,0,0,0,0,0,,0,11111333
ho,Scientific,11111463,Jeddah,Marketing,Muslim,Male,10/7/1980,Sales Representative,3,Saudi,2-Feb-14,Married,3,6000,72000,24000,18000,9600,1800,0,0,0,8000,3254.76,0,0,0,0,0,0,,0,11111330
ho,Scientific,11111464,Jeddah,Sales,Muslim,Male,11/24/1984,Sales Representative,3,Egyptian,26-Mar-17,Single,0,4500,54000,15000,18000,9600,1800,0,0,0,5750,0,0,0,0,0,0,0,,0,11111479
HO,Scientific,11111465,Jeddah,Marketing,Muslim,Male,9/12/1988,Product Supervisor,4,Egyptian,26-Apr-17,Single,0,8000,96000,24000,18000,9600,2400,0,0,0,10000,0,0,0,0,0,0,0,,0,11111456
HO,Scientific,11111466,Khamis,Marketing,Muslim,Male,3/17/1984,Product Specialist,3,Egyptian,13-May-19,Married,2,7800,93600,23400,18000,9600,0,0,0,0,9750,0,0,0,0,0,0,0,,0,11111460
HO,Scientific,11111467,Jeddah,Marketing,Muslim,Male,2/23/1987,Product Specialist,3,Egyptian,25-May-19,Married,2,7000,84000,21000,18000,9600,0,0,0,0,8750,0,0,0,0,0,0,0,,0,11111457
HO,Scientific,11111468,Jeddah,Marketing,Muslim,Male,7/30/1988,Product Specialist,3,Egyptian,25-May-19,Married,2,6500,78000,19500,18000,9600,0,0,0,0,8125,0,0,0,0,0,0,0,,0,11111457
HO,Scientific,11111469,Dammam,Marketing,Muslim,Male,12/10/1982,Product Specialist,3,Egyptian,17-Jun-19,Married,0,7500,90000,22500,18000,9600,0,0,0,0,9375,0,0,0,0,0,0,0,,0,11111455
HO,Scientific,11111470,Riyadh,Marketing,Muslim,Male,11/30/1983,Sales Representative,3,Egyptian,25-May-19,Married,2,6500,78000,19500,18000,9600,1800,0,0,0,8125,0,0,0,0,0,0,0,,0,11111457
HO,Scientific,11111471,Riyadh,Marketing,Muslim,Male,2/2/1991,Product Specialist,3,Egyptian,5-Apr-20,Married,2,6500,78000,19500,18000,9600,0,0,0,0,8125,0,0,0,0,0,0,0,,0,11111457
ho,Scientific,11111472,Dammam,Marketing,Muslim,Male,8/25/1989,Product Supervisor,4,Egyptian,3-Jun-13,Married,2,7000,84000,21000,18000,9600,2400,0,0,0,8750,3328.8,0,0,0,0,0,0,,0,11111333
ho,Scientific,11111473,Jeddah,Marketing,Muslim,Male,5/30/1981,Tender Supervisor,4,Egyptian,7-Jul-13,Married,2,8000,96000,24000,18000,9600,2400,0,0,0,10000,4274.04,0,0,0,0,0,0,,0,11111330
HO,Scientific,11111474,Jeddah,Marketing,Muslim,Male,4/6/1986,Tender Supervisor,4,Egyptian,2-May-16,Married,0,8000,96000,24000,18000,9600,2400,0,0,0,10000,0,0,0,0,0,0,0,,0,11111330
HO,Scientific,11111475,Riyadh,Marketing,Muslim,Female,3/28/1987,Product Specialist,3,Saudi,23-Oct-22,Single,0,6000,72000,18000,18000,9600,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11111458
HO,Scientific,11111476,Dammam,Marketing,Muslim,Male,4/15/1988,Sales Representative,3,Egyptian,1-Nov-22,Married,0,6500,78000,19500,18000,9600,1800,0,0,0,8125,0,0,0,0,0,0,0,,0,11111457
HO,Scientific,11111477,Dammam,Marketing,Muslim,Male,1/1/1980,Maintenance Engineer,4,Palestine,1-Sep-21,Married,2,6500,78000,19500,18000,9600,2400,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111478,Jeddah,Marketing,Muslim,Male,5/30/1995,Sales Representative,3,Palestine,27-Oct-21,Single,0,6000,72000,18000,13200,9600,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11111458
ho,Scientific,11111479,Jeddah,Marketing,Muslim,Male,1/1/1965,Sales Supervisor,4,Egyptian,20-Nov-16,Married,4,9000,108000,27000,18000,9600,2400,0,0,0,11250,0,0,0,0,0,0,0,,0,11111332
HO,Scientific,11111480,Riyadh,Marketing,Muslim,Male,3/25/1995,Product Specialist,3,Saudi,1-Mar-23,Single,0,7500,90000,22500,18000,9600,0,0,0,0,9375,0,0,0,0,0,0,0,,0,11111460
HO,Scientific,11111481,Riyadh,Marketing,Muslim,Male,4/28/1999,Product Specialist,3,Saudi,26-Mar-23,Single,0,6000,72000,24000,18000,9600,0,0,0,0,8000,0,0,0,0,0,0,0,,0,11111456
HO,Scientific,11111482,Dammam,Marketing,Muslim,Female,11/13/1991,Sales Support,3,Saudi,14-Nov-24,Single,0,4725,56700,14172,18000,9600,0,0,0,0,5906,0,0,0,0,0,0,0,,0,11111458
HO,Scientific,11111483,Riyadh,Marketing,Muslim,Female,4/26/1998,Product Specialist,3,Saudi,4-Jun-23,Single,0,5500,66000,16500,18000,9600,0,0,0,0,6875,0,0,0,0,0,0,0,,0,11111458
ho,Scientific,11111484,Jeddah,Marketing,Muslim,Male,5/2/1994,Product Specialist,3,Jordanian,8-Jun-23,Single,0,6500,78000,19500,18000,9600,0,0,0,0,8125,0,0,0,0,0,0,0,,0,11111432
HO,Scientific,11111485,Jeddah,Marketing,Muslim,Female,5/16/1992,Product Specialist,3,Palestine,30-Jul-23,Single,0,6300,75600,18900,18000,9600,0,0,0,0,7875,0,0,0,0,0,0,0,,0,11111456
HO,Scientific,11111486,Riyadh,Marketing,Muslim,Male,11/14/1996,Governmental Relations Supervisor,4,Saudi,25-Sep-23,Single,0,9000,108000,27000,18000,9600,2400,0,0,0,11250,0,0,0,0,0,0,0,,0,11111330
HO,Scientific,11111487,Riyadh,Marketing,Muslim,Female,3/28/1996,Marketing Specialist,3,Saudi,14-Sep-25,Single,0,6000,72000,18000,18000,9600,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11111456
HO,Scientific,11111488,Riyadh,Marketing,Muslim,Male,11/29/1997,Sales Engineer,4,Jordanian,17-Sep-25,Single,0,6000,72000,18000,18000,9600,2400,0,0,0,7500,0,0,0,0,0,0,0,,0,11111455
HO,Scientific,11111489,Jeddah,Marketing,Muslim,Male,7/21/2002,Sales Coordinator,3,Saudi,21-Sep-25,Single,0,5000,60000,15000,18000,9600,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11111455
HO,Scientific,11111490,Jeddah,Supply Chain,Muslim,Male,8/18/1982,Picker,1,Bangladesh,25-Aug-16,Single,0,2500,30000,0,6000,0,0,0,6000,0,2916.76,0,0,0,0,0,0,0,,0,11111373
ho,Scientific,11111491,Jeddah,Supply Chain,Muslim,Male,1/1/1975,Picker,1,Bangladesh,13-Jul-05,Single,0,2600,31200,7800,6000,0,0,0,6000,0,3250,2323.68,0,0,0,0,0,0,,0,11111373
ho,Scientific,11111492,Jeddah,Supply Chain,Muslim,Male,7/1/1970,Forklift Operator,2,Philippines,2-Jan-12,Single,0,3000,36000,0,0,0,0,0,3600,0,3500.11,715.08,0,0,0,0,0,0,,0,11111347
ho,Scientific,11111493,Jeddah,Leadership,Muslim,Male,3/21/1984,Unit Manager,6,Saudi,11-Sep-05,Married,0,23000,276000,69000,36000,9600,3000,0,0,0,27875,17383.56,0,0,0,0,0,0,,0,N-1
HO,Main,11111494,Jeddah,Sales,Muslim,Male,1/1/1987,Sales Manager - Bayer,5,Egyptian,11-Mar-18,Single,0,9000,108000,27000,24000,11520,3000,0,0,0,12000,0,0,0,0,0,0,0,,0,11111665
ho,Main,11111495,Riyadh,Sales,Muslim,Male,11/26/1977,District Sales Manager,5,Egyptian,9-Mar-04,Married,3,12800,153600,38400,24000,11520,3000,0,0,0,16000,10191.72,0,0,0,0,4,0,,0,11111666
ho,Main,11111496,Jeddah,Sales,Muslim,Male,2/19/1964,Business Support Manager,6,Egyptian,11-Aug-04,Married,2,18000,216000,54000,36000,11520,3000,0,0,0,22500,21575.28,0,0,0,0,2,0,,0,11112370
ho,Main,11111497,Dammam,Sales,Muslim,Male,2/15/1969,Sales Supervisor,4,Egyptian,1-Mar-03,Married,3,7000,84000,22500,18000,11520,2400,0,0,0,8875,7972.68,0,0,0,0,4,0,,0,11111664
ho,Main,11111498,Jeddah,Sales,Muslim,Male,6/16/1972,Key Account Specialist,3,Palestine,1-Jun-06,Married,2,5800,69600,19248,18000,9600,1800,0,0,0,7404,7006.68,0,0,0,0,0,0,,0,11111518
ho,Main,11111499,Jeddah,Sales,Muslim,Male,1/20/1977,Sales Supervisor,4,Saudi,16-Apr-05,Married,3,8100,97200,24300,18000,9600,2400,0,0,0,10125,7890.48,0,0,0,0,4,0,,0,11111662
ho,Main,11111500,Jeddah,Sales,Muslim,Male,1/1/1967,Sales Supervisor,4,Egyptian,25-Sep-06,Married,3,6700,80400,21000,18000,9600,2400,0,0,0,8450,7006.68,0,0,0,0,0,0,,0,11111518
ho,Main,11111501,Riyadh,Sales,Muslim,Male,5/14/1980,Sales Supervisor,4,Egyptian,1-Feb-07,Married,1,6700,80400,21000,18000,9600,2400,0,0,0,8450,7006.68,0,0,0,0,0,0,,0,11111495
ho,Main,11111502,Madina,Sales,Muslim,Male,12/4/1975,Sales Supervisor,4,Egyptian,6-Feb-07,Married,3,6000,72000,21000,18000,9600,2400,0,0,0,7750,4191.84,0,0,0,0,1,0,,0,11111673
ho,Main,11111503,Khamis,Sales,Muslim,Male,9/20/1975,Sales Supervisor,4,Egyptian,18-Nov-01,Married,4,6500,78000,21000,18000,14400,2400,0,0,0,8250,7006.68,0,0,0,0,0,0,,0,11111662
ho,Main,11111504,Riyadh,Sales,Muslim,Male,1/1/1969,Sales Supervisor,4,Egyptian,6-Apr-01,Married,3,6700,80400,21000,18000,9600,2400,0,0,0,8450,7068.48,0,0,0,0,3,0,,0,11111495
ho,Main,11111505,Dammam,Supply Chain,Muslim,Male,12/3/1975,Store Keeper,3,Egyptian,5-Feb-03,Married,2,6000,72000,18000,13200,0,0,0,0,0,7500,5732.88,0,0,0,0,0,0,,0,11111714
ho,Main,11111506,Khamis,Sales,Muslim,Male,1/1/1980,Sales Representative,3,Egyptian,26-May-12,Single,0,4000,48000,18000,18000,14400,1800,0,0,0,5500,2589,0,0,0,0,0,0,,0,11111662
ho,Main,11111507,Jeddah,Sales,Muslim,Male,4/27/1982,Sales Representative,3,Jordanian,9-Apr-12,Married,2,4000,48000,18000,18000,9600,1800,0,0,0,5500,2589,0,0,0,0,0,0,,0,11111518
HO,Main,11111508,Riyadh,Supply Chain,Others,Male,10/11/1978,Assistant Store Keeper,3,Philippines,14-Feb-12,Single,0,4500,54000,13500,13200,0,0,0,0,0,5775,1161.84,0,0,0,0,0,0,,0,11111683
ho,Main,11111509,Dammam,Sales,Muslim,Male,11/4/1983,Key Account Specialist,3,Egyptian,1-Jan-12,Married,1,4300,51600,18000,18000,11520,1800,0,0,0,5800,2589,0,0,0,0,0,0,,0,11111497
ho,Main,11111510,Jeddah,Sales,Muslim,Male,8/4/1986,Key Account Specialist,3,Egyptian,1-Jan-12,Married,2,4300,51600,18000,18000,9600,1800,0,0,0,5800,2589,0,0,0,0,0,0,,0,11111518
ho,Main,11111511,Dammam,Sales,Muslim,Male,5/25/1983,Sales Representative,3,Egyptian,1-Jan-12,Married,2,4000,48000,18000,18000,9600,1800,0,0,0,5500,2589,0,0,0,0,0,0,,0,11111519
ho,Main,11111512,Riyadh,Sales,Muslim,Male,12/20/1982,Sales Supervisor,4,Egyptian,1-Jan-12,Married,2,5500,66000,18000,18000,9600,2400,0,0,0,7000,1972.56,0,0,0,0,0,0,,0,11111495
ho,Main,11111513,Riyadh,Sales,Muslim,Male,1/1/1983,Sales Representative,3,Egyptian,1-Jan-12,Married,2,4000,48000,18000,18000,11520,1800,0,0,0,5500,2589,0,0,0,0,0,0,,0,11111495
ho,Main,11111514,Madina,Sales,Muslim,Male,4/1/1981,Key Account Specialist,3,Egyptian,21-Apr-09,Married,1,4300,51600,18000,18000,9600,1800,0,0,0,5800,4684.92,0,0,0,0,0,0,,0,11111673
ho,Main,11111515,Riyadh,Sales,Muslim,Male,1/8/1974,Sales Supervisor,4,Egyptian,21-Mar-09,Married,2,6700,80400,21000,18000,14400,2400,0,0,0,8450,7068.48,0,0,0,0,3,0,,0,11111666
ho,Main,11111516,Jeddah,Sales,Muslim,Male,12/14/1979,Sales Supervisor,4,Egyptian,10-May-08,Married,1,6700,80400,21000,18000,9600,2400,0,0,0,8450,7006.68,0,0,0,0,1,0,,0,11111518
ho,Main,11111517,Riyadh,Sales,Muslim,Male,11/9/1980,Key Account Specialist,3,Egyptian,12-Mar-08,Married,3,4200,50400,18000,18000,9600,1800,0,0,0,5700,4191.72,0,0,0,0,0,0,,0,11111495
ho,Main,11111518,Jeddah,Sales,Muslim,Male,6/20/1980,Sales Supervisor,4,Egyptian,31-Oct-09,Married,3,6700,80400,21000,18000,9600,2400,0,0,0,8450,3503.52,0,0,0,0,3,0,,0,11111662
ho,Main,11111519,Dammam,Sales,Muslim,Male,12/15/1984,Sales Supervisor,4,Egyptian,31-Oct-09,Married,2,6700,80400,21000,18000,11520,2400,0,0,0,8450,3503.52,0,0,0,0,1,0,,0,11111664
ho,Main,11111520,Dammam,Sales,Muslim,Male,1/1/1979,Sales Representative,3,Egyptian,31-Oct-09,Married,2,4000,48000,18000,18000,11520,1800,0,0,0,5500,2095.8,0,0,0,0,0,0,,0,11111527
ho,Main,11111521,Jeddah,Sales,Muslim,Male,7/24/1986,Key Account Specialist,3,Egyptian,31-Oct-09,Married,2,4300,51600,18000,18000,14400,1800,0,0,0,5800,1972.68,0,0,0,0,0,0,,0,11111518
ho,Main,11111522,Jeddah,Sales,Muslim,Male,7/23/1984,Key Account Specialist,3,Egyptian,31-Oct-09,Married,2,4300,51600,18000,18000,9600,1800,0,0,0,5800,2095.8,0,0,0,0,0,0,,0,11111518
ho,Main,11111523,Riyadh,Supply Chain,Muslim,Male,6/7/1987,Store Keeper,3,Egyptian,2-Mar-10,Single,0,5500,66000,16500,13200,0,0,0,0,0,6875,1664.28,0,0,0,0,0,0,,0,11111683
ho,Main,11111524,Riyadh,Sales,Muslim,Male,5/2/1982,Key Account Specialist,3,Egyptian,16-Mar-10,Married,1,4300,51600,18000,18000,11520,1800,0,0,0,5800,1972.56,0,0,0,0,0,0,,0,11111495
ho,Main,11111525,Jeddah,Sales,Muslim,Male,8/22/1983,Key Account Specialist,3,Palestine,15-Mar-10,Married,0,4300,51600,18000,18000,9600,1800,0,0,0,5800,1972.56,0,0,0,0,1,0,,0,11111518
ho,Main,11111526,Riyadh,Sales,Muslim,Male,10/11/1983,Sales Supervisor,4,Egyptian,1-May-10,Married,2,6000,72000,21000,18000,9600,2400,0,0,0,7750,1972.68,0,0,0,0,0,0,,0,11111495
ho,Main,11111527,Dammam,Sales,Muslim,Male,6/25/1987,Sales Supervisor,4,Egyptian,1-May-10,Married,0,5500,66000,21000,18000,11520,2400,0,0,0,7250,2095.92,0,0,0,0,0,0,,0,11111664
HO,Main,11111528,Main WH-Jeddah,Supply Chain,Muslim,Male,11/17/1980,Assistant Store Keeper,3,Saudi,11-May-15,Single,0,3500,42000,24000,13200,3840,0,0,0,0,5500,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111529,Madina,Sales,Muslim,Male,1/1/1990,Sales Representative,3,Egyptian,6-Sep-15,Married,1,4000,48000,18000,18000,11520,1800,0,0,0,5500,0,0,0,0,0,0,0,,0,11111673
HO,Main,11111530,Riyadh,Sales,Muslim,Male,5/29/1989,Sales Representative,3,Egyptian,8-Mar-15,Married,2,4000,48000,18000,18000,8640,1800,0,0,0,5500,0,0,0,0,0,0,0,,0,11111495
